NTNcombined.Barak		NTNcombined.name_en		Barak
NTNcombined.Paul		NTNcombined.hasOnlyGenealogyMention		False
NTNcombined.Hermes		NTNcombined.hasOnlyGenealogyMention		False
NTNcombined.MaryOfRome		NTNcombined.hasOnlyGenealogyMention		False
NTNcombined.AlexanderTheCoppersmith		NTNcombined.hasOnlyGenealogyMention		False
NTNcombined.Epaenetus		NTNcombined.hasOnlyGenealogyMention		False
NTNcombined.Junia		NTNcombined.hasOnlyGenealogyMention		False
NTNcombined.Andronicus		NTNcombined.hasOnlyGenealogyMention		False
NTNcombined.Nympha		NTNcombined.hasOnlyGenealogyMention		False
NTNcombined.Nereus		NTNcombined.hasOnlyGenealogyMention		False
NTNcombined.Patrobas		NTNcombined.hasOnlyGenealogyMention		False
NTNcombined.Philologus		NTNcombined.hasOnlyGenealogyMention		False
NTNcombined.Olympas		NTNcombined.hasOnlyGenealogyMention		False
NTNcombined.Phoebe		NTNcombined.hasOnlyGenealogyMention		False
NTNcombined.Asyncritus		NTNcombined.hasOnlyGenealogyMention		False
NTNcombined.Stachys		NTNcombined.hasOnlyGenealogyMention		False
NTNcombined.Eubulus		NTNcombined.hasOnlyGenealogyMention		False
NTNcombined.Priscilla		NTNcombined.hasOnlyGenealogyMention		False
NTNcombined.Tryphosa		NTNcombined.hasOnlyGenealogyMention		False
NTNcombined.Claudia		NTNcombined.hasOnlyGenealogyMention		False
NTNcombined.Narcissus		NTNcombined.hasOnlyGenealogyMention		False
NTNcombined.Chloe		NTNcombined.hasOnlyGenealogyMention		False
NTNcombined.Apphia		NTNcombined.hasOnlyGenealogyMention		False
NTNcombined.Gog		NTNcombined.hasOnlyGenealogyMention		False
NTNcombined.Damaris		NTNcombined.hasOnlyGenealogyMention		False
NTNcombined.Jezebel		NTNcombined.hasOnlyGenealogyMention		False
NTNcombined.Magog		NTNcombined.hasOnlyGenealogyMention		False
NTNcombined.Israel		NTNcombined.nativePlaceOf		NTNcombined.Gamaliel
NTNcombined.Derbe		NTNcombined.nativePlaceOf		NTNcombined.GaiusOfDerbe
NTNcombined.Alexandria		NTNcombined.nativePlaceOf		NTNcombined.Apollos
NTNcombined.Shechem		NTNcombined.nativePlaceOf		NTNcombined.Hamor
NTNcombined.Judea		NTNcombined.nativePlaceOf		NTNcombined.Elizabeth
NTNcombined.Thyatira		NTNcombined.nativePlaceOf		NTNcombined.Lydia
NTNcombined.Israel		NTNcombined.nativePlaceOf		NTNcombined.Gamaliel
NTNcombined.Derbe		NTNcombined.nativePlaceOf		NTNcombined.GaiusOfDerbe
NTNcombined.Pontus		NTNcombined.nativePlaceOf		NTNcombined.Aquila
NTNcombined.Alexandria		NTNcombined.nativePlaceOf		NTNcombined.Apollos
NTNcombined.Shechem		NTNcombined.nativePlaceOf		NTNcombined.Hamor
NTNcombined.Judea		NTNcombined.nativePlaceOf		NTNcombined.Elizabeth
NTNcombined.Thyatira		NTNcombined.nativePlaceOf		NTNcombined.Lydia
NTNcombined.PhilipSonOfHerod		NTNcombined.spouseOf		NTNcombined.Herodias
NTNcombined.Herodias		NTNcombined.spouseOf		NTNcombined.PhilipSonOfHerod
NTNcombined.Herodias		NTNcombined.spouseOf		NTNcombined.HerodAntipas
NTNcombined.HerodAntipas		NTNcombined.spouseOf		NTNcombined.Herodias
NTNcombined.Salmon		NTNcombined.spouseOf		NTNcombined.Rahab
NTNcombined.Abraham		NTNcombined.spouseOf		NTNcombined.Sarah
NTNcombined.Eve		NTNcombined.spouseOf		NTNcombined.Adam
NTNcombined.Adam		NTNcombined.spouseOf		NTNcombined.Eve
NTNcombined.Sarah		NTNcombined.spouseOf		NTNcombined.Abraham
NTNcombined.Rebecca		NTNcombined.spouseOf		NTNcombined.Isaac
NTNcombined.Isaac		NTNcombined.spouseOf		NTNcombined.Rebecca
NTNcombined.Rachel		NTNcombined.spouseOf		NTNcombined.Jacob
NTNcombined.Jacob		NTNcombined.spouseOf		NTNcombined.Rachel
NTNcombined.Zebedee		NTNcombined.spouseOf		NTNcombined.Salome
NTNcombined.MaryWifeOfClopas		NTNcombined.spouseOf		NTNcombined.Alphaeus
NTNcombined.Alphaeus		NTNcombined.spouseOf		NTNcombined.MaryWifeOfClopas
NTNcombined.Sapphira		NTNcombined.spouseOf		NTNcombined.Ananias
NTNcombined.Ananias		NTNcombined.spouseOf		NTNcombined.Sapphira
NTNcombined.Drusilla		NTNcombined.spouseOf		NTNcombined.Felix
NTNcombined.Felix		NTNcombined.spouseOf		NTNcombined.Drusilla
NTNcombined.Zechariah		NTNcombined.spouseOf		NTNcombined.Elizabeth
NTNcombined.Salome		NTNcombined.spouseOf		NTNcombined.Zebedee
NTNcombined.Chuza		NTNcombined.spouseOf		NTNcombined.Joanna
NTNcombined.Joanna		NTNcombined.spouseOf		NTNcombined.Chuza
NTNcombined.Mary		NTNcombined.spouseOf		NTNcombined.Joseph
NTNcombined.Joseph		NTNcombined.spouseOf		NTNcombined.Mary
NTNcombined.Rahab		NTNcombined.spouseOf		NTNcombined.Salmon
NTNcombined.Ruth		NTNcombined.spouseOf		NTNcombined.Boaz
NTNcombined.Boaz		NTNcombined.spouseOf		NTNcombined.Ruth
NTNcombined.Uriah		NTNcombined.spouseOf		NTNcombined.Bathsheba
NTNcombined.David		NTNcombined.spouseOf		NTNcombined.Bathsheba
NTNcombined.Bathsheba		NTNcombined.spouseOf		NTNcombined.David
NTNcombined.Bathsheba		NTNcombined.spouseOf		NTNcombined.Uriah
NTNcombined.Aquila		NTNcombined.spouseOf		NTNcombined.Priscilla
NTNcombined.Elizabeth		NTNcombined.spouseOf		NTNcombined.Zechariah
NTNcombined.Priscilla		NTNcombined.spouseOf		NTNcombined.Aquila
NTNcombined.Philemon		NTNcombined.spouseOf		NTNcombined.Apphia
NTNcombined.Apphia		NTNcombined.spouseOf		NTNcombined.Philemon
NTNcombined.Herodias		NTNcombined.spouseOf		NTNcombined.PhilipSonOfHerod
NTNcombined.PhilipSonOfHerod		NTNcombined.spouseOf		NTNcombined.Herodias
NTNcombined.HerodAntipas		NTNcombined.spouseOf		NTNcombined.Herodias
NTNcombined.Herodias		NTNcombined.spouseOf		NTNcombined.HerodAntipas
NTNcombined.Rahab		NTNcombined.spouseOf		NTNcombined.Salmon
NTNcombined.Sarah		NTNcombined.spouseOf		NTNcombined.Abraham
NTNcombined.Adam		NTNcombined.spouseOf		NTNcombined.Eve
NTNcombined.Eve		NTNcombined.spouseOf		NTNcombined.Adam
NTNcombined.Abraham		NTNcombined.spouseOf		NTNcombined.Sarah
NTNcombined.Isaac		NTNcombined.spouseOf		NTNcombined.Rebecca
NTNcombined.Rebecca		NTNcombined.spouseOf		NTNcombined.Isaac
NTNcombined.Jacob		NTNcombined.spouseOf		NTNcombined.Rachel
NTNcombined.Rachel		NTNcombined.spouseOf		NTNcombined.Jacob
NTNcombined.Salome		NTNcombined.spouseOf		NTNcombined.Zebedee
NTNcombined.Alphaeus		NTNcombined.spouseOf		NTNcombined.MaryWifeOfClopas
NTNcombined.MaryWifeOfClopas		NTNcombined.spouseOf		NTNcombined.Alphaeus
NTNcombined.Ananias		NTNcombined.spouseOf		NTNcombined.Sapphira
NTNcombined.Sapphira		NTNcombined.spouseOf		NTNcombined.Ananias
NTNcombined.Felix		NTNcombined.spouseOf		NTNcombined.Drusilla
NTNcombined.Drusilla		NTNcombined.spouseOf		NTNcombined.Felix
NTNcombined.Elizabeth		NTNcombined.spouseOf		NTNcombined.Zechariah
NTNcombined.Zebedee		NTNcombined.spouseOf		NTNcombined.Salome
NTNcombined.Joanna		NTNcombined.spouseOf		NTNcombined.Chuza
NTNcombined.Chuza		NTNcombined.spouseOf		NTNcombined.Joanna
NTNcombined.Joseph		NTNcombined.spouseOf		NTNcombined.Mary
NTNcombined.Mary		NTNcombined.spouseOf		NTNcombined.Joseph
NTNcombined.Salmon		NTNcombined.spouseOf		NTNcombined.Rahab
NTNcombined.Boaz		NTNcombined.spouseOf		NTNcombined.Ruth
NTNcombined.Ruth		NTNcombined.spouseOf		NTNcombined.Boaz
NTNcombined.Bathsheba		NTNcombined.spouseOf		NTNcombined.Uriah
NTNcombined.Bathsheba		NTNcombined.spouseOf		NTNcombined.David
NTNcombined.David		NTNcombined.spouseOf		NTNcombined.Bathsheba
NTNcombined.Uriah		NTNcombined.spouseOf		NTNcombined.Bathsheba
NTNcombined.Priscilla		NTNcombined.spouseOf		NTNcombined.Aquila
NTNcombined.Zechariah		NTNcombined.spouseOf		NTNcombined.Elizabeth
NTNcombined.Aquila		NTNcombined.spouseOf		NTNcombined.Priscilla
NTNcombined.Apphia		NTNcombined.spouseOf		NTNcombined.Philemon
NTNcombined.Philemon		NTNcombined.spouseOf		NTNcombined.Apphia
NTNcombined.DemetriusTheSilversmith		NTNcombined.enemyOf		NTNcombined.Paul
NTNcombined.JohnOfTheSanhedrin		NTNcombined.enemyOf		NTNcombined.SimonPeter
NTNcombined.JohnOfTheSanhedrin		NTNcombined.enemyOf		NTNcombined.JohnSonOfZebedee
NTNcombined.AnaniasTheHighPriest		NTNcombined.enemyOf		NTNcombined.Paul
NTNcombined.Felix		NTNcombined.enemyOf		NTNcombined.Paul
NTNcombined.Tertullus		NTNcombined.enemyOf		NTNcombined.Paul
NTNcombined.AlexanderOfTheSanhedrin		NTNcombined.enemyOf		NTNcombined.SimonPeter
NTNcombined.AlexanderOfTheSanhedrin		NTNcombined.enemyOf		NTNcombined.JohnSonOfZebedee
NTNcombined.Annas		NTNcombined.enemyOf		NTNcombined.SimonPeter
NTNcombined.Annas		NTNcombined.enemyOf		NTNcombined.JohnSonOfZebedee
NTNcombined.David		NTNcombined.enemyOf		NTNcombined.Uriah
NTNcombined.HerodAntipas		NTNcombined.enemyOf		NTNcombined.Jesus
NTNcombined.AlexanderTheCoppersmith		NTNcombined.enemyOf		NTNcombined.Paul
NTNcombined.HerodAntipas		NTNcombined.enemyOf		NTNcombined.Jesus
NTNcombined.Annas		NTNcombined.enemyOf		NTNcombined.SimonPeter
NTNcombined.JohnOfTheSanhedrin		NTNcombined.enemyOf		NTNcombined.SimonPeter
NTNcombined.AlexanderOfTheSanhedrin		NTNcombined.enemyOf		NTNcombined.SimonPeter
NTNcombined.Annas		NTNcombined.enemyOf		NTNcombined.JohnSonOfZebedee
NTNcombined.AlexanderOfTheSanhedrin		NTNcombined.enemyOf		NTNcombined.JohnSonOfZebedee
NTNcombined.JohnOfTheSanhedrin		NTNcombined.enemyOf		NTNcombined.JohnSonOfZebedee
NTNcombined.David		NTNcombined.enemyOf		NTNcombined.Uriah
NTNcombined.Tertullus		NTNcombined.enemyOf		NTNcombined.Paul
NTNcombined.AlexanderTheCoppersmith		NTNcombined.enemyOf		NTNcombined.Paul
NTNcombined.DemetriusTheSilversmith		NTNcombined.enemyOf		NTNcombined.Paul
NTNcombined.AnaniasTheHighPriest		NTNcombined.enemyOf		NTNcombined.Paul
NTNcombined.Felix		NTNcombined.enemyOf		NTNcombined.Paul
NTNcombined.Hagar		NTNcombined.knows		NTNcombined.Abraham
NTNcombined.Susanna		NTNcombined.knows		NTNcombined.MaryMagdalene
NTNcombined.Demetrius		NTNcombined.knows		NTNcombined.GaiusTheBeloved
NTNcombined.GaiusTheBeloved		NTNcombined.knows		NTNcombined.Demetrius
NTNcombined.GaiusTheBeloved		NTNcombined.knows		NTNcombined.Diotrephes
NTNcombined.MaryWifeOfClopas		NTNcombined.knows		NTNcombined.Salome
NTNcombined.MaryWifeOfClopas		NTNcombined.knows		NTNcombined.MaryMagdalene
NTNcombined.Tabitha		NTNcombined.knows		NTNcombined.SimonPeter
NTNcombined.SimonPeter		NTNcombined.knows		NTNcombined.Tabitha
NTNcombined.Sapphira		NTNcombined.knows		NTNcombined.SimonPeter
NTNcombined.Ananias		NTNcombined.knows		NTNcombined.SimonPeter
NTNcombined.SimonPeter		NTNcombined.knows		NTNcombined.Ananias
NTNcombined.Gamaliel		NTNcombined.knows		NTNcombined.Paul
NTNcombined.Festus		NTNcombined.knows		NTNcombined.HerodAgrippaII
NTNcombined.Cornelius		NTNcombined.knows		NTNcombined.SimonPeter
NTNcombined.Festus		NTNcombined.knows		NTNcombined.Paul
NTNcombined.Festus		NTNcombined.knows		NTNcombined.Bernice
NTNcombined.AnaniasTheHighPriest		NTNcombined.knows		NTNcombined.Felix
NTNcombined.Tertullus		NTNcombined.knows		NTNcombined.Felix
NTNcombined.AbijahthePriest		NTNcombined.knows		NTNcombined.David
NTNcombined.Rhoda		NTNcombined.knows		NTNcombined.MaryMotherOfJohnMark
NTNcombined.MaryMotherOfJohnMark		NTNcombined.knows		NTNcombined.Rhoda
NTNcombined.Bar-Jesus		NTNcombined.knows		NTNcombined.Silas
NTNcombined.Bar-Jesus		NTNcombined.knows		NTNcombined.Paul
NTNcombined.SergiusPaulus		NTNcombined.knows		NTNcombined.Paul
NTNcombined.SergiusPaulus		NTNcombined.knows		NTNcombined.Bar-Jesus
NTNcombined.SergiusPaulus		NTNcombined.knows		NTNcombined.Silas
NTNcombined.Bar-Jesus		NTNcombined.knows		NTNcombined.SergiusPaulus
NTNcombined.Caiaphas		NTNcombined.knows		NTNcombined.PontiusPilate
NTNcombined.Aeneas		NTNcombined.knows		NTNcombined.SimonPeter
NTNcombined.SimonPeter		NTNcombined.knows		NTNcombined.Aeneas
NTNcombined.SimonPeter		NTNcombined.knows		NTNcombined.Sapphira
NTNcombined.Salome		NTNcombined.knows		NTNcombined.MaryWifeOfClopas
NTNcombined.Salome		NTNcombined.knows		NTNcombined.MaryMagdalene
NTNcombined.Joanna		NTNcombined.knows		NTNcombined.Susanna
NTNcombined.Chuza		NTNcombined.knows		NTNcombined.HerodAntipas
NTNcombined.Susanna		NTNcombined.knows		NTNcombined.Joanna
NTNcombined.MaryMagdalene		NTNcombined.knows		NTNcombined.Susanna
NTNcombined.MaryMagdalene		NTNcombined.knows		NTNcombined.Salome
NTNcombined.MaryMagdalene		NTNcombined.knows		NTNcombined.MaryWifeOfClopas
NTNcombined.MaryMagdalene		NTNcombined.knows		NTNcombined.Mary
NTNcombined.Mary		NTNcombined.knows		NTNcombined.JohnSonOfZebedee
NTNcombined.Mary		NTNcombined.knows		NTNcombined.MaryMagdalene
NTNcombined.ErastusTheTreasurer		NTNcombined.knows		NTNcombined.Paul
NTNcombined.Eutychus		NTNcombined.knows		NTNcombined.Paul
NTNcombined.Jason		NTNcombined.knows		NTNcombined.Timothy
NTNcombined.Sosipater		NTNcombined.knows		NTNcombined.Timothy
NTNcombined.Sosipater		NTNcombined.knows		NTNcombined.Jason
NTNcombined.Sosipater		NTNcombined.knows		NTNcombined.ErastusTheTreasurer
NTNcombined.Sosipater		NTNcombined.knows		NTNcombined.GaiusOfCorinth
NTNcombined.Sosipater		NTNcombined.knows		NTNcombined.Tertius
NTNcombined.Sosipater		NTNcombined.knows		NTNcombined.Quartus
NTNcombined.Lucius		NTNcombined.knows		NTNcombined.Sosipater
NTNcombined.Lucius		NTNcombined.knows		NTNcombined.Timothy
NTNcombined.Lucius		NTNcombined.knows		NTNcombined.Jason
NTNcombined.Sosipater		NTNcombined.knows		NTNcombined.Lucius
NTNcombined.Jason		NTNcombined.knows		NTNcombined.Sosipater
NTNcombined.Jason		NTNcombined.knows		NTNcombined.Paul
NTNcombined.Jason		NTNcombined.knows		NTNcombined.Lucius
NTNcombined.Timothy		NTNcombined.knows		NTNcombined.Lucius
NTNcombined.Timothy		NTNcombined.knows		NTNcombined.Sosipater
NTNcombined.Timothy		NTNcombined.knows		NTNcombined.Jason
NTNcombined.Martha		NTNcombined.knows		NTNcombined.Jesus
NTNcombined.Lazarus		NTNcombined.knows		NTNcombined.Jesus
NTNcombined.MaryOfBethany		NTNcombined.knows		NTNcombined.Jesus
NTNcombined.Elijah		NTNcombined.knows		NTNcombined.Elisha
NTNcombined.Elisha		NTNcombined.knows		NTNcombined.Elijah
NTNcombined.Rufus		NTNcombined.knows		NTNcombined.Priscilla
NTNcombined.RufusOfRome		NTNcombined.knows		NTNcombined.Paul
NTNcombined.ClaudiusLysias		NTNcombined.knows		NTNcombined.Felix
NTNcombined.ClaudiusLysias		NTNcombined.knows		NTNcombined.Paul
NTNcombined.Manaen		NTNcombined.knows		NTNcombined.HerodAntipas
NTNcombined.Persis		NTNcombined.knows		NTNcombined.Paul
NTNcombined.Persis		NTNcombined.knows		NTNcombined.Priscilla
NTNcombined.Paul		NTNcombined.knows		NTNcombined.Persis
NTNcombined.Herodion		NTNcombined.knows		NTNcombined.Paul
NTNcombined.Herodion		NTNcombined.knows		NTNcombined.Priscilla
NTNcombined.Paul		NTNcombined.knows		NTNcombined.Herodion
NTNcombined.Julia		NTNcombined.knows		NTNcombined.Paul
NTNcombined.Julia		NTNcombined.knows		NTNcombined.Priscilla
NTNcombined.Paul		NTNcombined.knows		NTNcombined.Julia
NTNcombined.Phygelus		NTNcombined.knows		NTNcombined.Paul
NTNcombined.Hermogenes		NTNcombined.knows		NTNcombined.Paul
NTNcombined.Hermogenes		NTNcombined.knows		NTNcombined.Phygelus
NTNcombined.Phygelus		NTNcombined.knows		NTNcombined.Hermogenes
NTNcombined.Paul		NTNcombined.knows		NTNcombined.Phygelus
NTNcombined.Tryphaena		NTNcombined.knows		NTNcombined.Priscilla
NTNcombined.Tryphaena		NTNcombined.knows		NTNcombined.Paul
NTNcombined.Tryphaena		NTNcombined.knows		NTNcombined.Tryphosa
NTNcombined.Paul		NTNcombined.knows		NTNcombined.Tryphaena
NTNcombined.Phlegon		NTNcombined.knows		NTNcombined.Paul
NTNcombined.Phlegon		NTNcombined.knows		NTNcombined.Priscilla
NTNcombined.Paul		NTNcombined.knows		NTNcombined.Phlegon
NTNcombined.Hermas		NTNcombined.knows		NTNcombined.Priscilla
NTNcombined.Hermas		NTNcombined.knows		NTNcombined.Paul
NTNcombined.Paul		NTNcombined.knows		NTNcombined.Hermas
NTNcombined.Paul		NTNcombined.knows		NTNcombined.Tryphosa
NTNcombined.Apelles		NTNcombined.knows		NTNcombined.Paul
NTNcombined.Apelles		NTNcombined.knows		NTNcombined.Priscilla
NTNcombined.Paul		NTNcombined.knows		NTNcombined.Apelles
NTNcombined.Ampliatus		NTNcombined.knows		NTNcombined.Priscilla
NTNcombined.Ampliatus		NTNcombined.knows		NTNcombined.Paul
NTNcombined.Paul		NTNcombined.knows		NTNcombined.Ampliatus
NTNcombined.Hermes		NTNcombined.knows		NTNcombined.Priscilla
NTNcombined.Hermes		NTNcombined.knows		NTNcombined.Paul
NTNcombined.Paul		NTNcombined.knows		NTNcombined.Hermes
NTNcombined.MaryOfRome		NTNcombined.knows		NTNcombined.Priscilla
NTNcombined.MaryOfRome		NTNcombined.knows		NTNcombined.Paul
NTNcombined.Paul		NTNcombined.knows		NTNcombined.MaryOfRome
NTNcombined.Paul		NTNcombined.knows		NTNcombined.Hermogenes
NTNcombined.Epaenetus		NTNcombined.knows		NTNcombined.Paul
NTNcombined.Epaenetus		NTNcombined.knows		NTNcombined.Priscilla
NTNcombined.Paul		NTNcombined.knows		NTNcombined.Epaenetus
NTNcombined.Junia		NTNcombined.knows		NTNcombined.Priscilla
NTNcombined.Andronicus		NTNcombined.knows		NTNcombined.Priscilla
NTNcombined.Nereus		NTNcombined.knows		NTNcombined.Priscilla
NTNcombined.Nereus		NTNcombined.knows		NTNcombined.Paul
NTNcombined.Paul		NTNcombined.knows		NTNcombined.Nereus
NTNcombined.Patrobas		NTNcombined.knows		NTNcombined.Paul
NTNcombined.Patrobas		NTNcombined.knows		NTNcombined.Priscilla
NTNcombined.Paul		NTNcombined.knows		NTNcombined.Patrobas
NTNcombined.Philologus		NTNcombined.knows		NTNcombined.Paul
NTNcombined.Philologus		NTNcombined.knows		NTNcombined.Priscilla
NTNcombined.Paul		NTNcombined.knows		NTNcombined.Philologus
NTNcombined.Olympas		NTNcombined.knows		NTNcombined.Priscilla
NTNcombined.Olympas		NTNcombined.knows		NTNcombined.Paul
NTNcombined.Paul		NTNcombined.knows		NTNcombined.Olympas
NTNcombined.Asyncritus		NTNcombined.knows		NTNcombined.Paul
NTNcombined.Asyncritus		NTNcombined.knows		NTNcombined.Priscilla
NTNcombined.Paul		NTNcombined.knows		NTNcombined.Asyncritus
NTNcombined.Stachys		NTNcombined.knows		NTNcombined.Paul
NTNcombined.Stachys		NTNcombined.knows		NTNcombined.Priscilla
NTNcombined.Paul		NTNcombined.knows		NTNcombined.Stachys
NTNcombined.Urbanus		NTNcombined.knows		NTNcombined.Priscilla
NTNcombined.Priscilla		NTNcombined.knows		NTNcombined.Urbanus
NTNcombined.Priscilla		NTNcombined.knows		NTNcombined.Hermas
NTNcombined.Priscilla		NTNcombined.knows		NTNcombined.Rufus
NTNcombined.Priscilla		NTNcombined.knows		NTNcombined.Nereus
NTNcombined.Priscilla		NTNcombined.knows		NTNcombined.Andronicus
NTNcombined.Priscilla		NTNcombined.knows		NTNcombined.Ampliatus
NTNcombined.Priscilla		NTNcombined.knows		NTNcombined.Patrobas
NTNcombined.Priscilla		NTNcombined.knows		NTNcombined.Hermes
NTNcombined.Priscilla		NTNcombined.knows		NTNcombined.Persis
NTNcombined.Priscilla		NTNcombined.knows		NTNcombined.Phlegon
NTNcombined.Priscilla		NTNcombined.knows		NTNcombined.MaryOfRome
NTNcombined.Priscilla		NTNcombined.knows		NTNcombined.Julia
NTNcombined.Priscilla		NTNcombined.knows		NTNcombined.Tryphaena
NTNcombined.Priscilla		NTNcombined.knows		NTNcombined.Herodion
NTNcombined.Priscilla		NTNcombined.knows		NTNcombined.Epaenetus
NTNcombined.Priscilla		NTNcombined.knows		NTNcombined.Stachys
NTNcombined.Priscilla		NTNcombined.knows		NTNcombined.Tryphosa
NTNcombined.Priscilla		NTNcombined.knows		NTNcombined.Asyncritus
NTNcombined.Priscilla		NTNcombined.knows		NTNcombined.Philologus
NTNcombined.Priscilla		NTNcombined.knows		NTNcombined.Apelles
NTNcombined.Priscilla		NTNcombined.knows		NTNcombined.Junia
NTNcombined.Priscilla		NTNcombined.knows		NTNcombined.Olympas
NTNcombined.Tryphosa		NTNcombined.knows		NTNcombined.Priscilla
NTNcombined.Tryphosa		NTNcombined.knows		NTNcombined.Tryphaena
NTNcombined.Tryphosa		NTNcombined.knows		NTNcombined.Paul
NTNcombined.Claudia		NTNcombined.knows		NTNcombined.Timothy
NTNcombined.Claudia		NTNcombined.knows		NTNcombined.Eubulus
NTNcombined.Claudia		NTNcombined.knows		NTNcombined.Linus
NTNcombined.Claudia		NTNcombined.knows		NTNcombined.Paul
NTNcombined.Claudia		NTNcombined.knows		NTNcombined.Pudens
NTNcombined.Damaris		NTNcombined.knows		NTNcombined.Paul
NTNcombined.Blastus		NTNcombined.knows		NTNcombined.HerodAgrippaI
NTNcombined.Crispus		NTNcombined.knows		NTNcombined.Silas
NTNcombined.Crispus		NTNcombined.knows		NTNcombined.Timothy
NTNcombined.Crispus		NTNcombined.knows		NTNcombined.Aquila
NTNcombined.Crispus		NTNcombined.knows		NTNcombined.GaiusOfCorinth
NTNcombined.Crispus		NTNcombined.knows		NTNcombined.Priscilla
NTNcombined.Abraham		NTNcombined.knows		NTNcombined.Hagar
NTNcombined.MaryMagdalene		NTNcombined.knows		NTNcombined.Susanna
NTNcombined.GaiusTheBeloved		NTNcombined.knows		NTNcombined.Demetrius
NTNcombined.Demetrius		NTNcombined.knows		NTNcombined.GaiusTheBeloved
NTNcombined.Diotrephes		NTNcombined.knows		NTNcombined.GaiusTheBeloved
NTNcombined.Salome		NTNcombined.knows		NTNcombined.MaryWifeOfClopas
NTNcombined.MaryMagdalene		NTNcombined.knows		NTNcombined.MaryWifeOfClopas
NTNcombined.SimonPeter		NTNcombined.knows		NTNcombined.Tabitha
NTNcombined.Tabitha		NTNcombined.knows		NTNcombined.SimonPeter
NTNcombined.SimonPeter		NTNcombined.knows		NTNcombined.Sapphira
NTNcombined.SimonPeter		NTNcombined.knows		NTNcombined.Ananias
NTNcombined.Ananias		NTNcombined.knows		NTNcombined.SimonPeter
NTNcombined.Paul		NTNcombined.knows		NTNcombined.Gamaliel
NTNcombined.HerodAgrippaII		NTNcombined.knows		NTNcombined.Festus
NTNcombined.SimonPeter		NTNcombined.knows		NTNcombined.Cornelius
NTNcombined.Paul		NTNcombined.knows		NTNcombined.Festus
NTNcombined.Bernice		NTNcombined.knows		NTNcombined.Festus
NTNcombined.Felix		NTNcombined.knows		NTNcombined.AnaniasTheHighPriest
NTNcombined.Felix		NTNcombined.knows		NTNcombined.Tertullus
NTNcombined.David		NTNcombined.knows		NTNcombined.AbijahthePriest
NTNcombined.MaryMotherOfJohnMark		NTNcombined.knows		NTNcombined.Rhoda
NTNcombined.Rhoda		NTNcombined.knows		NTNcombined.MaryMotherOfJohnMark
NTNcombined.Silas		NTNcombined.knows		NTNcombined.Bar-Jesus
NTNcombined.Paul		NTNcombined.knows		NTNcombined.Bar-Jesus
NTNcombined.Paul		NTNcombined.knows		NTNcombined.SergiusPaulus
NTNcombined.Bar-Jesus		NTNcombined.knows		NTNcombined.SergiusPaulus
NTNcombined.Silas		NTNcombined.knows		NTNcombined.SergiusPaulus
NTNcombined.SergiusPaulus		NTNcombined.knows		NTNcombined.Bar-Jesus
NTNcombined.PontiusPilate		NTNcombined.knows		NTNcombined.Caiaphas
NTNcombined.SimonPeter		NTNcombined.knows		NTNcombined.Aeneas
NTNcombined.Aeneas		NTNcombined.knows		NTNcombined.SimonPeter
NTNcombined.Sapphira		NTNcombined.knows		NTNcombined.SimonPeter
NTNcombined.MaryWifeOfClopas		NTNcombined.knows		NTNcombined.Salome
NTNcombined.MaryMagdalene		NTNcombined.knows		NTNcombined.Salome
NTNcombined.Susanna		NTNcombined.knows		NTNcombined.Joanna
NTNcombined.HerodAntipas		NTNcombined.knows		NTNcombined.Chuza
NTNcombined.Joanna		NTNcombined.knows		NTNcombined.Susanna
NTNcombined.Susanna		NTNcombined.knows		NTNcombined.MaryMagdalene
NTNcombined.Salome		NTNcombined.knows		NTNcombined.MaryMagdalene
NTNcombined.MaryWifeOfClopas		NTNcombined.knows		NTNcombined.MaryMagdalene
NTNcombined.Mary		NTNcombined.knows		NTNcombined.MaryMagdalene
NTNcombined.JohnSonOfZebedee		NTNcombined.knows		NTNcombined.Mary
NTNcombined.MaryMagdalene		NTNcombined.knows		NTNcombined.Mary
NTNcombined.Paul		NTNcombined.knows		NTNcombined.ErastusTheTreasurer
NTNcombined.Paul		NTNcombined.knows		NTNcombined.Eutychus
NTNcombined.Timothy		NTNcombined.knows		NTNcombined.Jason
NTNcombined.Timothy		NTNcombined.knows		NTNcombined.Sosipater
NTNcombined.Jason		NTNcombined.knows		NTNcombined.Sosipater
NTNcombined.ErastusTheTreasurer		NTNcombined.knows		NTNcombined.Sosipater
NTNcombined.GaiusOfCorinth		NTNcombined.knows		NTNcombined.Sosipater
NTNcombined.Tertius		NTNcombined.knows		NTNcombined.Sosipater
NTNcombined.Quartus		NTNcombined.knows		NTNcombined.Sosipater
NTNcombined.Sosipater		NTNcombined.knows		NTNcombined.Lucius
NTNcombined.Timothy		NTNcombined.knows		NTNcombined.Lucius
NTNcombined.Jason		NTNcombined.knows		NTNcombined.Lucius
NTNcombined.Lucius		NTNcombined.knows		NTNcombined.Sosipater
NTNcombined.Sosipater		NTNcombined.knows		NTNcombined.Jason
NTNcombined.Paul		NTNcombined.knows		NTNcombined.Jason
NTNcombined.Lucius		NTNcombined.knows		NTNcombined.Jason
NTNcombined.Lucius		NTNcombined.knows		NTNcombined.Timothy
NTNcombined.Sosipater		NTNcombined.knows		NTNcombined.Timothy
NTNcombined.Jason		NTNcombined.knows		NTNcombined.Timothy
NTNcombined.Jesus		NTNcombined.knows		NTNcombined.Martha
